state,district_type,education_level,infrastructure_score,toilet_access,drinking_water_source,electricity_access,employment_type,health_index,poverty_status,housing_type,cooking_fuel_type,phone_access,transport_mode,internet_access
Bihar,Rural,Secondary,86.0,Private,Public tap,1,Unemployed,0.33,1,Semi-Pucca,Firewood,None,Private Vehicle,0
Jharkhand,Rural,Secondary,61.5,Private,Unprotected,1,Govt job,0.64,0,Pucca,Biogas,Smartphone,Private Vehicle,0
Madhya Pradesh,Rural,Secondary,0.0,Private,Well,1,Informal,0.26,1,Pucca,Firewood,Smartphone,Cycle,0
Jharkhand,Urban,Primary,40.3,Private,Public tap,1,Informal,0.16,1,Kutcha,Firewood,Smartphone,Public Transport,1
Gujarat,Rural,Secondary,22.3,Private,Public tap,1,Unemployed,0.17,1,Pucca,Firewood,Smartphone,Public Transport,0
Jharkhand,Rural,Secondary,34.0,Shared,Unprotected,1,Self-employed,0.16,1,Semi-Pucca,LPG,None,Cycle,1
Chhattisgarh,Rural,Secondary,47.1,Private,Unprotected,0,Informal,0.56,1,Kutcha,LPG,Smartphone,Walk,1
Bihar,Rural,Graduate,57.1,Shared,Well,1,Informal,0.11,1,Semi-Pucca,Kerosene,Smartphone,Private Vehicle,1
Odisha,Urban,Secondary,55.2,Private,Public tap,0,Self-employed,0.22,1,Pucca,Firewood,Smartphone,Private Vehicle,1
Kerala,Urban,Primary,71.6,No,Unprotected,1,Unemployed,0.39,1,Semi-Pucca,LPG,Smartphone,Cycle,1
Tamil Nadu,Rural,Secondary,62.7,No,Private tap,1,Private job,0.07,1,Kutcha,LPG,Basic Phone,Cycle,0
Gujarat,Rural,Graduate,61.5,Private,Private tap,0,Govt job,0.22,1,Pucca,Firewood,Smartphone,Walk,0
Maharashtra,Rural,Primary,54.0,No,Private tap,0,Self-employed,0.56,1,Pucca,LPG,Smartphone,Public Transport,1
Jharkhand,Rural,Secondary,75.7,No,Unprotected,1,Unemployed,0.1,1,Semi-Pucca,LPG,Basic Phone,Public Transport,0
Bihar,Rural,Primary,43.7,Private,Well,1,Self-employed,0.15,1,Kutcha,Firewood,Smartphone,Public Transport,0
Chhattisgarh,Rural,Primary,44.2,Private,Private tap,1,Unemployed,0.27,1,Semi-Pucca,Firewood,Smartphone,Cycle,0
Madhya Pradesh,Rural,Postgraduate,11.9,Shared,Private tap,1,Govt job,0.29,1,Kutcha,Firewood,Basic Phone,Public Transport,1
Rajasthan,Rural,Postgraduate,71.1,Private,Private tap,1,Informal,0.2,1,Semi-Pucca,LPG,Smartphone,Public Transport,1
Rajasthan,Rural,Secondary,48.5,Private,Unprotected,1,Unemployed,0.37,1,Kutcha,Kerosene,None,Public Transport,1
Kerala,Rural,Graduate,100.0,Private,Unprotected,1,Unemployed,0.44,1,Semi-Pucca,Firewood,Smartphone,Public Transport,0
Gujarat,Urban,Graduate,41.9,Private,Unprotected,1,Private job,0.5,0,Kutcha,Firewood,Smartphone,Walk,1
Chhattisgarh,Rural,Postgraduate,51.8,No,Private tap,1,Govt job,0.24,1,Semi-Pucca,LPG,Smartphone,Public Transport,0
Bihar,Rural,Secondary,60.9,Shared,Unprotected,1,Informal,0.33,0,Kutcha,Firewood,Basic Phone,Cycle,0
Chhattisgarh,Rural,Secondary,28.0,Shared,Unprotected,0,Private job,0.39,1,Pucca,LPG,Smartphone,Public Transport,1
Tamil Nadu,Rural,Secondary,57.2,No,Well,0,Unemployed,0.25,1,Pucca,Firewood,Smartphone,Walk,1
Tamil Nadu,Urban,No School,50.7,Shared,Unprotected,1,Govt job,0.34,1,Kutcha,LPG,Smartphone,Private Vehicle,1
Odisha,Rural,Secondary,43.9,Shared,Public tap,1,Self-employed,0.26,1,Semi-Pucca,LPG,Basic Phone,Private Vehicle,0
Rajasthan,Rural,Graduate,73.5,Private,Unprotected,1,Govt job,0.29,1,Semi-Pucca,Firewood,Smartphone,Public Transport,0
Rajasthan,Urban,Graduate,31.9,Private,Unprotected,1,Informal,0.23,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Tamil Nadu,Rural,Graduate,55.5,Private,Public tap,1,Informal,0.45,0,Kutcha,Kerosene,Basic Phone,Public Transport,1
Chhattisgarh,Rural,No School,79.1,No,Public tap,0,Self-employed,0.27,1,Semi-Pucca,LPG,Basic Phone,Public Transport,1
Kerala,Rural,Secondary,35.9,No,Unprotected,1,Informal,0.2,1,Kutcha,LPG,Basic Phone,Public Transport,0
Kerala,Rural,Primary,44.1,Private,Well,1,Unemployed,0.79,1,Kutcha,LPG,Basic Phone,Cycle,1
Gujarat,Urban,Primary,96.9,No,Private tap,0,Govt job,0.16,1,Pucca,Firewood,Basic Phone,Private Vehicle,0
Jharkhand,Rural,Postgraduate,59.5,Private,Public tap,1,Self-employed,0.24,1,Semi-Pucca,Firewood,Smartphone,Public Transport,0
Gujarat,Rural,Secondary,39.9,Private,Well,1,Informal,0.11,1,Kutcha,LPG,Basic Phone,Private Vehicle,1
Madhya Pradesh,Urban,Graduate,66.1,Shared,Unprotected,0,Informal,0.43,1,Kutcha,LPG,Smartphone,Public Transport,1
Rajasthan,Rural,No School,38.6,Shared,Unprotected,1,Informal,0.22,1,Semi-Pucca,LPG,Smartphone,Walk,1
Tamil Nadu,Rural,Secondary,18.7,Shared,Public tap,1,Govt job,0.23,1,Semi-Pucca,Firewood,Basic Phone,Cycle,0
Chhattisgarh,Urban,Secondary,77.4,Shared,Public tap,1,Govt job,0.4,0,Kutcha,Biogas,Basic Phone,Public Transport,1
Gujarat,Rural,Primary,27.9,No,Well,1,Govt job,0.06,1,Semi-Pucca,Firewood,Smartphone,Private Vehicle,1
Gujarat,Rural,Primary,99.0,No,Unprotected,1,Govt job,0.09,1,Pucca,Firewood,Basic Phone,Public Transport,1
Bihar,Rural,No School,40.2,Private,Public tap,1,Govt job,0.57,1,Semi-Pucca,Firewood,Smartphone,Public Transport,0
Madhya Pradesh,Rural,Secondary,92.7,No,Public tap,1,Informal,0.53,1,Semi-Pucca,Firewood,Smartphone,Walk,0
Gujarat,Rural,Postgraduate,22.6,Private,Private tap,0,Unemployed,0.35,1,Semi-Pucca,LPG,None,Walk,1
Kerala,Urban,Graduate,70.5,Shared,Public tap,1,Govt job,0.36,0,Semi-Pucca,Firewood,None,Walk,1
Uttar Pradesh,Rural,Postgraduate,60.0,No,Well,1,Unemployed,0.15,1,Pucca,Kerosene,None,Public Transport,1
Uttar Pradesh,Urban,Graduate,66.8,Shared,Unprotected,0,Private job,0.21,1,Kutcha,Firewood,None,Private Vehicle,1
Chhattisgarh,Rural,Graduate,69.4,Shared,Public tap,1,Private job,0.25,1,Pucca,Firewood,Smartphone,Walk,0
West Bengal,Urban,Secondary,40.0,No,Private tap,0,Self-employed,0.28,1,Kutcha,Biogas,Basic Phone,Cycle,0
Gujarat,Rural,Secondary,23.8,No,Public tap,1,Informal,0.24,1,Kutcha,LPG,None,Public Transport,1
Gujarat,Rural,Secondary,49.0,Shared,Public tap,1,Self-employed,0.33,0,Semi-Pucca,Firewood,Basic Phone,Walk,1
Gujarat,Urban,Graduate,54.5,Shared,Unprotected,1,Govt job,0.59,0,Kutcha,Kerosene,Smartphone,Public Transport,1
West Bengal,Rural,Primary,40.6,Private,Private tap,1,Govt job,0.09,1,Semi-Pucca,LPG,None,Private Vehicle,1
Rajasthan,Urban,No School,55.6,Private,Well,1,Unemployed,0.26,1,Pucca,LPG,Basic Phone,Public Transport,0
Bihar,Rural,Postgraduate,56.6,No,Well,1,Govt job,0.32,1,Semi-Pucca,LPG,None,Walk,1
Maharashtra,Rural,No School,31.8,No,Unprotected,1,Self-employed,0.73,1,Kutcha,LPG,Smartphone,Walk,0
Jharkhand,Urban,Postgraduate,57.9,Private,Well,0,Unemployed,0.34,1,Semi-Pucca,LPG,None,Public Transport,0
Chhattisgarh,Rural,Graduate,44.7,Private,Well,1,Informal,0.4,0,Kutcha,Firewood,Smartphone,Private Vehicle,0
Uttar Pradesh,Urban,Primary,36.0,Private,Public tap,1,Self-employed,0.03,1,Pucca,LPG,Basic Phone,Public Transport,1
Uttar Pradesh,Urban,Secondary,65.7,No,Well,1,Unemployed,0.39,1,Pucca,LPG,None,Cycle,1
Bihar,Rural,Graduate,34.5,Shared,Private tap,1,Unemployed,0.31,1,Pucca,LPG,Smartphone,Walk,1
Rajasthan,Rural,Primary,40.9,Private,Public tap,1,Unemployed,0.1,1,Pucca,Firewood,Basic Phone,Public Transport,0
West Bengal,Rural,Graduate,51.4,Private,Well,1,Private job,0.57,0,Semi-Pucca,Firewood,Basic Phone,Walk,1
Odisha,Urban,Graduate,77.5,No,Private tap,0,Unemployed,0.36,1,Pucca,Firewood,None,Walk,1
Rajasthan,Rural,Primary,53.9,Private,Public tap,0,Informal,0.63,1,Semi-Pucca,LPG,Basic Phone,Walk,0
Rajasthan,Rural,No School,60.6,Shared,Private tap,1,Informal,0.28,1,Semi-Pucca,LPG,Basic Phone,Public Transport,1
Kerala,Urban,Primary,44.0,No,Unprotected,1,Govt job,0.22,1,Semi-Pucca,Firewood,Smartphone,Walk,0
Jharkhand,Rural,Primary,48.4,Shared,Unprotected,1,Govt job,0.13,1,Semi-Pucca,LPG,Smartphone,Public Transport,1
Jharkhand,Rural,No School,49.0,No,Well,1,Govt job,0.36,1,Semi-Pucca,LPG,Smartphone,Public Transport,1
Uttar Pradesh,Rural,Graduate,55.9,Private,Private tap,1,Self-employed,0.12,1,Semi-Pucca,Firewood,Smartphone,Walk,1
Jharkhand,Urban,Secondary,44.1,Private,Public tap,1,Self-employed,0.44,0,Semi-Pucca,Firewood,Basic Phone,Private Vehicle,0
Uttar Pradesh,Rural,Graduate,76.8,Private,Private tap,1,Informal,0.54,0,Pucca,LPG,Basic Phone,Walk,1
Rajasthan,Urban,Primary,42.5,Shared,Private tap,1,Self-employed,0.24,1,Kutcha,LPG,None,Public Transport,1
Bihar,Rural,Secondary,15.9,No,Unprotected,1,Unemployed,0.02,1,Pucca,LPG,None,Walk,0
Odisha,Rural,Secondary,100.0,Shared,Unprotected,0,Self-employed,0.33,1,Pucca,Biogas,Basic Phone,Private Vehicle,0
Bihar,Rural,Graduate,43.5,Shared,Well,1,Unemployed,0.02,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Rajasthan,Rural,Secondary,76.3,Private,Private tap,1,Private job,0.15,1,Kutcha,Firewood,Basic Phone,Public Transport,0
Tamil Nadu,Rural,Secondary,78.1,Shared,Private tap,1,Self-employed,0.12,1,Semi-Pucca,Kerosene,Basic Phone,Cycle,0
Gujarat,Rural,Graduate,68.9,Private,Public tap,1,Self-employed,0.05,1,Kutcha,Firewood,Smartphone,Cycle,1
Chhattisgarh,Rural,Primary,46.0,Private,Public tap,0,Self-employed,0.22,1,Kutcha,LPG,Basic Phone,Public Transport,0
West Bengal,Urban,No School,55.7,No,Unprotected,1,Govt job,0.37,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,1
Chhattisgarh,Rural,Secondary,24.5,Private,Private tap,1,Informal,0.53,1,Semi-Pucca,Firewood,Smartphone,Walk,0
Odisha,Rural,Graduate,89.8,Shared,Well,1,Informal,0.18,1,Kutcha,Firewood,None,Private Vehicle,1
Jharkhand,Rural,No School,33.0,Private,Unprotected,1,Informal,0.16,1,Kutcha,Biogas,Basic Phone,Public Transport,1
Chhattisgarh,Rural,Secondary,44.9,Private,Private tap,0,Unemployed,0.24,1,Semi-Pucca,LPG,Basic Phone,Public Transport,1
Jharkhand,Rural,Secondary,52.0,No,Unprotected,1,Unemployed,0.2,1,Semi-Pucca,LPG,Basic Phone,Walk,1
Rajasthan,Rural,Postgraduate,47.9,Shared,Well,1,Unemployed,0.3,1,Kutcha,Firewood,None,Walk,1
Odisha,Rural,Primary,36.9,Private,Private tap,1,Private job,0.01,1,Kutcha,Firewood,Basic Phone,Public Transport,0
Kerala,Rural,Primary,77.9,No,Well,1,Govt job,0.09,1,Kutcha,LPG,Basic Phone,Private Vehicle,1
West Bengal,Urban,Secondary,69.0,Private,Private tap,0,Informal,0.2,1,Pucca,LPG,Smartphone,Cycle,1
Gujarat,Rural,Secondary,56.4,Shared,Private tap,1,Unemployed,0.34,1,Semi-Pucca,Firewood,Smartphone,Walk,1
Maharashtra,Rural,Graduate,42.0,Private,Well,1,Informal,0.18,1,Pucca,LPG,Basic Phone,Public Transport,0
West Bengal,Rural,Secondary,71.3,Private,Public tap,1,Informal,0.31,0,Semi-Pucca,Kerosene,Basic Phone,Walk,0
Tamil Nadu,Rural,Graduate,40.7,Private,Well,1,Govt job,0.26,1,Pucca,Firewood,Smartphone,Cycle,0
Kerala,Urban,Graduate,81.4,Shared,Well,1,Informal,0.51,0,Semi-Pucca,LPG,None,Cycle,1
Uttar Pradesh,Rural,Postgraduate,52.2,No,Unprotected,1,Private job,0.2,1,Semi-Pucca,Firewood,Smartphone,Walk,1
West Bengal,Rural,Secondary,74.6,No,Well,1,Unemployed,0.14,1,Semi-Pucca,LPG,Basic Phone,Public Transport,1
Madhya Pradesh,Rural,Postgraduate,47.7,Private,Well,1,Informal,0.22,1,Kutcha,LPG,Basic Phone,Private Vehicle,1
Uttar Pradesh,Rural,Primary,51.4,Shared,Unprotected,1,Private job,0.32,1,Kutcha,LPG,Basic Phone,Private Vehicle,0
West Bengal,Rural,Graduate,74.5,Shared,Public tap,1,Unemployed,0.64,1,Kutcha,Kerosene,Smartphone,Public Transport,0
Rajasthan,Urban,Secondary,93.9,Private,Well,0,Informal,0.4,1,Semi-Pucca,LPG,None,Cycle,1
Odisha,Urban,Graduate,81.2,Shared,Unprotected,1,Informal,0.1,1,Semi-Pucca,LPG,None,Public Transport,1
Odisha,Urban,Secondary,67.5,Private,Public tap,1,Self-employed,0.65,0,Semi-Pucca,LPG,None,Public Transport,0
Madhya Pradesh,Rural,Graduate,61.8,Private,Public tap,1,Informal,0.14,1,Pucca,LPG,None,Cycle,0
Gujarat,Rural,Postgraduate,39.9,Private,Well,1,Private job,0.28,1,Pucca,LPG,Basic Phone,Public Transport,1
Rajasthan,Rural,Graduate,55.9,Shared,Public tap,1,Private job,0.47,0,Pucca,Kerosene,Smartphone,Private Vehicle,0
Madhya Pradesh,Rural,Graduate,31.7,Shared,Well,0,Govt job,0.56,1,Semi-Pucca,LPG,Basic Phone,Walk,0
Jharkhand,Rural,No School,57.5,Private,Public tap,1,Informal,0.18,1,Semi-Pucca,Kerosene,Smartphone,Walk,0
Bihar,Rural,Primary,58.8,Shared,Public tap,1,Private job,0.06,1,Semi-Pucca,Biogas,None,Public Transport,0
West Bengal,Rural,Postgraduate,10.8,Private,Public tap,1,Govt job,0.24,1,Semi-Pucca,LPG,Basic Phone,Public Transport,1
Rajasthan,Rural,Secondary,50.8,Private,Well,1,Informal,0.13,1,Semi-Pucca,LPG,Smartphone,Public Transport,1
Bihar,Urban,Secondary,58.3,No,Public tap,1,Unemployed,0.47,1,Semi-Pucca,LPG,Basic Phone,Public Transport,0
Bihar,Rural,Secondary,48.3,Private,Private tap,1,Self-employed,0.59,0,Kutcha,LPG,Smartphone,Cycle,1
Odisha,Rural,No School,57.2,Private,Unprotected,1,Govt job,0.22,1,Semi-Pucca,LPG,Smartphone,Public Transport,1
Odisha,Rural,Secondary,23.2,Private,Unprotected,1,Unemployed,0.39,1,Semi-Pucca,Firewood,Basic Phone,Walk,1
Kerala,Rural,Secondary,34.5,Private,Private tap,1,Self-employed,0.24,1,Semi-Pucca,Firewood,None,Walk,1
Jharkhand,Rural,Primary,70.7,Private,Public tap,1,Private job,0.02,1,Kutcha,LPG,Smartphone,Public Transport,1
Gujarat,Rural,Primary,50.0,Shared,Private tap,1,Informal,0.16,1,Kutcha,Firewood,Smartphone,Private Vehicle,1
Rajasthan,Rural,Secondary,56.8,Private,Well,1,Informal,0.1,1,Semi-Pucca,LPG,None,Public Transport,1
Tamil Nadu,Rural,Secondary,39.1,Shared,Unprotected,0,Private job,0.19,1,Kutcha,Firewood,None,Cycle,1
Rajasthan,Rural,Primary,50.4,Private,Public tap,1,Unemployed,0.04,1,Pucca,Biogas,Smartphone,Public Transport,0
Jharkhand,Urban,Secondary,4.0,No,Unprotected,1,Private job,0.35,1,Pucca,LPG,Smartphone,Private Vehicle,1
Odisha,Rural,Postgraduate,66.9,No,Private tap,1,Govt job,0.52,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,1
Odisha,Urban,Secondary,86.2,No,Private tap,1,Informal,0.46,1,Pucca,Kerosene,Basic Phone,Walk,1
West Bengal,Rural,Graduate,28.7,Shared,Unprotected,0,Unemployed,0.26,1,Semi-Pucca,LPG,Basic Phone,Public Transport,0
Chhattisgarh,Rural,Postgraduate,31.2,No,Unprotected,1,Unemployed,0.23,1,Semi-Pucca,LPG,Basic Phone,Cycle,1
Odisha,Rural,No School,58.8,Private,Unprotected,1,Informal,0.44,1,Semi-Pucca,Kerosene,None,Private Vehicle,1
Madhya Pradesh,Rural,No School,79.5,Shared,Unprotected,1,Govt job,0.09,1,Pucca,Firewood,Smartphone,Cycle,0
West Bengal,Rural,Secondary,50.0,Private,Private tap,0,Informal,0.33,1,Pucca,Biogas,Basic Phone,Walk,0
Gujarat,Urban,Secondary,25.4,No,Public tap,1,Govt job,0.38,1,Pucca,Biogas,Smartphone,Cycle,1
Uttar Pradesh,Urban,Secondary,45.8,Shared,Unprotected,1,Self-employed,0.16,1,Semi-Pucca,Firewood,Smartphone,Walk,1
Gujarat,Rural,Primary,29.4,Shared,Public tap,1,Self-employed,0.11,1,Semi-Pucca,Firewood,None,Private Vehicle,1
Gujarat,Rural,Secondary,36.6,Shared,Unprotected,1,Private job,0.41,1,Semi-Pucca,LPG,Smartphone,Public Transport,0
Chhattisgarh,Urban,No School,43.9,No,Well,1,Govt job,0.16,1,Semi-Pucca,LPG,Smartphone,Public Transport,0
Chhattisgarh,Urban,Postgraduate,31.4,Private,Public tap,0,Private job,0.2,1,Kutcha,LPG,Smartphone,Cycle,1
Madhya Pradesh,Rural,Primary,34.4,Shared,Well,1,Informal,0.03,1,Kutcha,Firewood,Basic Phone,Public Transport,0
Gujarat,Rural,Postgraduate,51.5,Private,Private tap,1,Govt job,0.08,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Chhattisgarh,Rural,Primary,54.3,Shared,Well,1,Self-employed,0.41,1,Pucca,LPG,Smartphone,Walk,1
Tamil Nadu,Rural,Primary,21.5,Private,Private tap,1,Private job,0.38,1,Pucca,Firewood,Basic Phone,Walk,0
Odisha,Urban,Primary,57.9,Shared,Unprotected,1,Self-employed,0.21,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,0
Odisha,Rural,Postgraduate,42.4,Private,Private tap,1,Informal,0.36,0,Kutcha,LPG,Smartphone,Private Vehicle,1
West Bengal,Urban,No School,64.4,Shared,Unprotected,0,Informal,0.29,1,Pucca,Firewood,None,Public Transport,1
Jharkhand,Rural,Secondary,65.6,No,Unprotected,0,Informal,0.28,1,Pucca,LPG,Smartphone,Public Transport,1
Madhya Pradesh,Rural,Graduate,39.1,Private,Unprotected,1,Informal,0.4,1,Kutcha,LPG,Smartphone,Private Vehicle,1
Odisha,Rural,Secondary,62.3,Private,Private tap,1,Informal,0.12,1,Pucca,Firewood,Basic Phone,Walk,1
Bihar,Rural,Secondary,33.3,No,Unprotected,1,Private job,0.4,1,Semi-Pucca,LPG,Smartphone,Public Transport,0
Maharashtra,Rural,Postgraduate,76.5,Shared,Well,1,Unemployed,0.46,1,Pucca,LPG,Basic Phone,Private Vehicle,1
Kerala,Rural,Graduate,34.0,Private,Well,1,Informal,0.11,1,Kutcha,Firewood,None,Public Transport,1
Odisha,Rural,Secondary,57.1,No,Unprotected,1,Private job,0.15,1,Pucca,LPG,Smartphone,Public Transport,0
Rajasthan,Rural,Secondary,46.2,Shared,Unprotected,0,Informal,0.09,1,Pucca,Firewood,None,Public Transport,0
Bihar,Rural,Postgraduate,29.7,Private,Public tap,0,Private job,0.45,1,Kutcha,Firewood,None,Public Transport,0
Jharkhand,Rural,Postgraduate,68.0,Private,Private tap,1,Informal,0.49,0,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Bihar,Urban,Secondary,37.7,No,Public tap,1,Informal,0.52,1,Pucca,LPG,None,Walk,0
Chhattisgarh,Rural,Graduate,16.0,Private,Well,1,Unemployed,0.29,1,Kutcha,LPG,Smartphone,Public Transport,0
Kerala,Rural,Primary,0.0,No,Private tap,1,Private job,0.31,1,Semi-Pucca,Firewood,Smartphone,Cycle,0
Gujarat,Rural,Secondary,32.5,Shared,Well,1,Private job,0.41,1,Semi-Pucca,Biogas,Basic Phone,Cycle,0
Uttar Pradesh,Rural,Primary,77.5,Shared,Private tap,0,Govt job,0.36,1,Semi-Pucca,Firewood,None,Public Transport,0
Kerala,Rural,Primary,75.2,Private,Private tap,1,Unemployed,0.47,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,1
Gujarat,Rural,Secondary,35.6,No,Private tap,1,Private job,0.3,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Odisha,Urban,Secondary,42.5,No,Well,1,Private job,0.35,1,Kutcha,Firewood,Basic Phone,Cycle,0
West Bengal,Rural,Primary,40.7,Private,Unprotected,1,Informal,0.08,1,Kutcha,Biogas,Basic Phone,Private Vehicle,1
Tamil Nadu,Rural,Secondary,23.3,Shared,Well,1,Self-employed,0.59,1,Semi-Pucca,LPG,None,Public Transport,0
Jharkhand,Rural,Secondary,31.0,Private,Private tap,1,Private job,0.67,1,Kutcha,LPG,Smartphone,Public Transport,1
West Bengal,Rural,Postgraduate,69.6,Private,Well,1,Informal,0.39,0,Semi-Pucca,Kerosene,Basic Phone,Walk,0
Odisha,Rural,Graduate,60.1,Private,Well,1,Unemployed,0.22,1,Semi-Pucca,Kerosene,Basic Phone,Public Transport,1
West Bengal,Urban,Secondary,55.5,Shared,Public tap,1,Private job,0.25,1,Pucca,Biogas,Basic Phone,Cycle,1
Maharashtra,Rural,Postgraduate,23.3,Private,Private tap,1,Informal,0.15,1,Kutcha,Firewood,Smartphone,Public Transport,1
Rajasthan,Urban,Primary,52.0,Private,Well,0,Private job,0.35,1,Pucca,Firewood,Basic Phone,Public Transport,1
Bihar,Rural,Secondary,3.9,No,Private tap,1,Self-employed,0.64,1,Semi-Pucca,Firewood,Smartphone,Walk,0
Gujarat,Rural,Postgraduate,66.9,Shared,Well,1,Unemployed,0.23,1,Semi-Pucca,Firewood,None,Public Transport,0
Tamil Nadu,Rural,Secondary,55.2,Shared,Public tap,0,Informal,0.18,1,Kutcha,LPG,None,Walk,1
Maharashtra,Rural,Secondary,23.1,Shared,Well,1,Govt job,0.34,1,Semi-Pucca,Firewood,None,Public Transport,1
Odisha,Rural,Primary,82.3,Private,Unprotected,1,Unemployed,0.11,1,Pucca,LPG,None,Private Vehicle,1
Chhattisgarh,Urban,Primary,14.1,Private,Private tap,1,Informal,0.12,1,Kutcha,Firewood,Basic Phone,Private Vehicle,0
Jharkhand,Rural,Secondary,60.6,Shared,Public tap,1,Unemployed,0.18,1,Pucca,Firewood,None,Cycle,0
Chhattisgarh,Urban,Postgraduate,61.1,Private,Well,0,Self-employed,0.44,1,Semi-Pucca,LPG,Basic Phone,Walk,1
Bihar,Rural,Secondary,25.2,Shared,Public tap,1,Private job,0.31,1,Pucca,LPG,Smartphone,Public Transport,1
Tamil Nadu,Urban,Postgraduate,49.2,Private,Well,0,Self-employed,0.13,1,Pucca,LPG,Smartphone,Public Transport,1
Bihar,Rural,Postgraduate,17.3,Shared,Private tap,1,Self-employed,0.52,1,Kutcha,Firewood,Basic Phone,Public Transport,1
Madhya Pradesh,Rural,Primary,0.0,Shared,Well,1,Informal,0.57,1,Semi-Pucca,Firewood,Basic Phone,Private Vehicle,1
Chhattisgarh,Rural,Secondary,28.6,Shared,Public tap,1,Self-employed,0.36,1,Kutcha,LPG,Basic Phone,Cycle,1
Gujarat,Urban,Secondary,37.7,Private,Unprotected,1,Self-employed,0.45,1,Kutcha,LPG,Smartphone,Cycle,1
Maharashtra,Rural,Secondary,62.9,Shared,Public tap,1,Govt job,0.13,1,Semi-Pucca,Firewood,None,Public Transport,0
Bihar,Rural,No School,51.3,No,Unprotected,1,Private job,0.25,1,Kutcha,Firewood,Basic Phone,Cycle,1
Bihar,Rural,Postgraduate,51.9,Private,Unprotected,0,Self-employed,0.65,1,Semi-Pucca,Firewood,None,Public Transport,1
West Bengal,Urban,Graduate,29.7,Private,Private tap,1,Private job,0.23,1,Semi-Pucca,LPG,Smartphone,Public Transport,0
Odisha,Rural,Secondary,39.4,Private,Public tap,1,Govt job,0.17,1,Semi-Pucca,LPG,Smartphone,Cycle,1
Maharashtra,Rural,Secondary,31.4,Private,Well,1,Unemployed,0.05,1,Semi-Pucca,LPG,Basic Phone,Walk,0
West Bengal,Urban,No School,25.5,Private,Unprotected,1,Self-employed,0.33,1,Pucca,LPG,None,Public Transport,0
Madhya Pradesh,Rural,Secondary,38.1,Private,Public tap,1,Private job,0.23,1,Pucca,Biogas,Smartphone,Public Transport,1
Kerala,Rural,Postgraduate,51.5,Private,Private tap,1,Private job,0.23,1,Semi-Pucca,LPG,None,Public Transport,1
Gujarat,Rural,Graduate,38.5,Private,Well,1,Informal,0.16,1,Kutcha,Kerosene,Basic Phone,Walk,1
Kerala,Urban,Primary,43.5,Private,Well,1,Govt job,0.33,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,0
West Bengal,Urban,Secondary,63.9,No,Well,1,Informal,0.34,1,Semi-Pucca,LPG,Basic Phone,Walk,1
Uttar Pradesh,Urban,Secondary,40.0,Shared,Public tap,0,Unemployed,0.08,1,Kutcha,Firewood,Basic Phone,Private Vehicle,1
Chhattisgarh,Rural,Primary,23.3,Shared,Public tap,1,Private job,0.44,1,Semi-Pucca,LPG,Basic Phone,Public Transport,0
Gujarat,Rural,No School,61.3,Private,Well,0,Private job,0.79,1,Kutcha,Firewood,Basic Phone,Walk,1
West Bengal,Rural,Secondary,55.3,Private,Private tap,1,Self-employed,0.67,0,Semi-Pucca,Firewood,Basic Phone,Walk,1
Rajasthan,Rural,Secondary,56.6,Private,Well,1,Unemployed,0.11,1,Pucca,Firewood,Basic Phone,Private Vehicle,1
Rajasthan,Urban,No School,62.5,Private,Well,1,Govt job,0.31,1,Pucca,Firewood,Smartphone,Walk,1
Maharashtra,Urban,No School,59.1,Shared,Private tap,1,Informal,0.33,1,Pucca,Firewood,None,Private Vehicle,0
Jharkhand,Rural,Primary,50.6,Private,Private tap,1,Unemployed,0.18,1,Kutcha,Firewood,Basic Phone,Private Vehicle,0
Madhya Pradesh,Urban,Primary,97.8,No,Private tap,1,Unemployed,0.23,1,Kutcha,Firewood,None,Cycle,1
Maharashtra,Rural,Secondary,24.3,Shared,Well,1,Unemployed,0.38,1,Kutcha,Firewood,Smartphone,Public Transport,0
Madhya Pradesh,Rural,Primary,38.3,Private,Private tap,0,Self-employed,0.47,1,Semi-Pucca,LPG,Smartphone,Public Transport,1
West Bengal,Urban,Primary,69.3,Private,Public tap,1,Informal,0.1,1,Kutcha,Firewood,Smartphone,Public Transport,1
Tamil Nadu,Rural,Graduate,52.9,Private,Private tap,1,Unemployed,0.11,1,Pucca,Firewood,Basic Phone,Cycle,1
Bihar,Rural,Primary,65.2,Shared,Well,1,Private job,0.55,1,Kutcha,LPG,None,Public Transport,1
Odisha,Rural,Secondary,53.4,Private,Unprotected,0,Private job,0.13,1,Semi-Pucca,LPG,Basic Phone,Cycle,0
Bihar,Rural,Postgraduate,77.5,Shared,Unprotected,1,Unemployed,0.11,1,Pucca,Firewood,None,Walk,0
Bihar,Urban,Secondary,29.8,Private,Public tap,1,Informal,0.18,1,Pucca,Firewood,Basic Phone,Public Transport,0
